,year,name,artists,key
68557,1987,After The Fire Is Gone - Single Version,"['Conway Twitty', 'Loretta Lynn']",4
57938,1929,Rumor de la Selva - Remasterizado,"['Francisco Canaro', 'Charlo']",10
166844,2001,What If A Woman,['Joe'],10
34572,2000,A Teenager's Romance,['Ricky Nelson'],10
47425,1971,Jealous Guy - Ultimate Mix,['John Lennon'],4
6020,1952,Un Poco Loco,['Bud Powell'],7
101045,1981,Lucky,['Brenda Russell'],5
40891,1938,"Quatuor à cordes No. 15 in D Minor, K. 421: IV. Allegretto ma non troppo","['Wolfgang Amadeus Mozart', 'Juilliard String Quartet']",2
40939,1938,"Quintette à cordes No. 2 in C Minor, K. 406: II. Andante","['Wolfgang Amadeus Mozart', 'Budapest String Quartet', 'Milton Katims']",10
147645,1980,Suena El Bongó,['Ismael Rivera'],9
146975,1976,Sail Away,['Harry Nilsson'],1
152110,2002,Work It,['Missy Elliott'],1
88403,2001,Suntoucher,['Groove Armada'],5
48763,1977,Love → Building on Fire - 2005 Remaster,['Talking Heads'],7
35060,2002,No Tengo Suerte En El Amor,['Yoskar Sarante'],10
38920,1928,"Humoreske, Op. 20: Zum Beschluß","['Robert Schumann', 'Vladimir Horowitz']",10
88525,2001,You Give Me Something,['Jamiroquai'],7
50650,1987,One Way Love,['TKA'],1
30956,1982,Lost Mi Love,['Yellowman'],10
118186,1986,Burn the Flames,['Roky Erickson'],4
145192,1967,Robot Man,['Connie Francis'],8
125883,1945,"Sonata No. 7 in B-Flat, Op. 83: Precipitato","['Sergei Prokofiev', 'William Kapell']",10
51279,1990,"Living in America - From ""Rocky IV"" Soundtrack",['James Brown'],0
146522,1974,Phases and Stages / Pick Up the Tempo / Phases and Stages (Theme),['Willie Nelson'],9
69238,1991,Dreamline - 2004 Remaster,['Rush'],9
87290,1995,You Belong To The City,['Glenn Frey'],4
113881,1965,Such a Shame,['The Kinks'],4
83498,1975,Tente Outra Vez,['Raul Seixas'],7
33131,1993,Don't Turn Around,['Ace of Base'],4
134079,1986,Trains,['Steps Ahead'],10
136130,1996,Gitomino Qireina Anoco (Me He Quedado Solo) - Versión en Japonés,['Juan Gabriel'],9
158957,1962,What A Difference A Day Makes - Remastered,['Julie London'],10
29342,1974,Funkier Than a Mosquito's Tweeter - Remastered,['Nina Simone'],8
143750,1958,Wheatleigh Hall,"['Dizzy Gillespie', 'Sonny Rollins', 'Sonny Stitt']",3
88683,2002,Change (In the House of Flies),['Deftones'],7
62905,1959,Limehouse Blues,['The Cannonball Adderley Quintet'],9
75968,1930,O sinaxis,['Markos Vamvakaris'],1
27415,1964,Hat And Beard,['Eric Dolphy'],8
166691,2001,Magazines,['Brand New'],8
63354,1961,I Love You - Remastered,['Frank Sinatra'],2
149061,1987,When I See You Again - 2017 Remaster,['Fleetwood Mac'],9
32225,1988,Listen To Your Heart,['Roxette'],1
124663,2019,Everything Is Just a Mess,['The Brook & The Bluff'],3
1528,1929,Please Don't Stop Him,['Memphis Minnie'],7
161443,1974,Whiskey,"['The Charlie Daniels Band', 'Charlie Daniels']",0
90969,2014,Picture Frames,['rei brown'],2
110288,1947,Thera Theeyaga Raadha,"['Ghantasala', 'Pasupuleti Kannamba']",7
61818,1953,Aarezhuthu Mandhirathai,['K. B. Sundarambal'],6
167609,2005,The Haunting (Somewhere in Time) [feat. Simone Simons],"['Kamelot', 'Simone Simons']",1
85141,1984,Let Me Down Easy,['The Stranglers'],9
113562,1963,心酸酸,['王秀如'],7
107120,2012,Born To Die,['Lana Del Rey'],4
163688,1985,Hold Me (with Teddy Pendergrass),"['Whitney Houston', 'Teddy Pendergrass']",2
46479,1966,Papa Gene's Blues - Original Stereo Version; 2006 Remaster,['The Monkees'],9
27579,1965,"Hark, The Herald Angels Sing",['Vince Guaraldi Trio'],5
23488,1943,Raraadha Aatalaadi,['Tanguturi Suryakumari'],4
61290,1951,Introduction - 1950's,['Jascha Heifetz'],11
167399,2004,Music When The Lights Go Out,['The Libertines'],0
150796,1995,It's Catching Up,['Nomeansno'],2
10130,1972,Hey! Love,['The Delfonics'],4
131056,1971,Holiday,['The Kinks'],4
26610,1960,I've Got My Love to Keep Me Warm,['Frank Sinatra'],1
127966,1956,Jonalah,['The Chico Hamilton Quintet'],1
8890,1966,All Your Love - Stereo,"['John Mayall & The Bluesbreakers', 'Eric Clapton']",2
132165,1977,"Love Sensation - 12"" Mix; 2012 - Remaster",['Loleatta Holloway'],9
46663,1967,Meditation (Meditação),"['Antônio Carlos Jobim', 'Frank Sinatra']",7
97366,1963,Spirit Of America - Remastered 2001,['The Beach Boys'],0
125355,1935,"Cello Suite No. 3 in C major, BWV 1009: Bourrée","['Johann Sebastian Bach', 'Miguel Llobet Solés', 'María Luisa Anido']",6
155198,2019,"thank u, next",['Sassydee'],1
41922,1943,Mi Reflexión - Remasterizado,"['Francisco Canaro', 'Carlos Roldán']",10
26299,1958,Ready Teddy,['Buddy Holly'],10
143791,1958,Port Au Prince,['Martin Denny'],7
121289,2002,Pot Kettle Black,['Wilco'],2
105426,2003,How Am I Doin',['Dierks Bentley'],9
81038,1963,Jingle Bell Rock,"['Alvin & The Chipmunks', 'David Seville']",0
86213,1989,Smiling - 2007 Remaster,['Operation Ivy'],8
140605,2019,Way Back When,['Taylor Ray Holbrook'],8
38245,2019,Here With Me,"['Marshmello', 'CHVRCHES']",5
3531,1939,Delirious Escape / Delirious Escape Continued / End Title,['MGM Studio Orchestra'],1
9549,1969,Twenty Five Miles,['Edwin Starr'],1
161701,1975,An Index Of Metals III,"['Robert Fripp', 'Brian Eno']",5
19525,2019,Cradles,['Sub Urban'],1
124518,2018,difference (interlude),['XXXTENTACION'],11
99412,1973,El Nazareno,['Ismael Rivera'],8
114245,1967,Pack Up Your Sorrows,"['Johnny Cash', 'June Carter Cash']",9
129460,1963,Pig Foots,['Big John Patton'],5
147464,1979,Moods For Moderns,['Elvis Costello & The Attractions'],9
24070,1946,"Messiah, HWV 56, Pt. 3: Worthy is the Lamb that was slain - Chorus","['George Frideric Handel', 'The Liverpool Philharmonic Orchestra', 'Sir Malcolm Sargent']",2
66681,1978,I'll Be with You,['Bernie Worrell'],5
11511,1979,Is She Really Going Out With Him?,['Joe Jackson'],3
62440,1957,Straight Life,['Art Pepper'],10
112348,1957,"Cry! Cry! Cry! (Alternate Version, Extended Take 1) (2017 Remaster)",['Johnny Cash'],5
37110,2012,Mayor que yo,"['Tonny Tun Tun', 'Daddy Yankee', 'Wisin & Yandel']",9
67251,1981,Mama Don't,['J.J. Cale'],11
111338,1952,"Piano Trio No. 5 in D Major, Op. 70 No. 1 ""Ghost"": I. Allegro vivace e con brio","['Ludwig van Beethoven', 'Eugene Istomin', 'Joseph Fuchs', 'Pablo Casals']",2
78680,1951,"Piano Concerto No. 4 in G Major, Op. 58: II. Andante con moto","['Ludwig van Beethoven', 'Paul Badura-Skoda', 'Vienna State Opera Orchestra', 'Hermann Scherchen']",4
101944,1986,Feelin' Bad Blues - Remastered Version,['Ry Cooder'],2
111716,1954,Cry,['Johnnie Ray'],0
62757,1958,C'est La Vie,['Sarah Vaughan'],8
47631,1972,These Are My People,['Johnny Cash'],8
121263,2002,"Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever'",['U2'],10
164597,1990,"Good Friends, Good Whiskey, Good Lovin'","['Hank Williams, Jr.']",7
161228,1973,שיר המכולת,['Kaveret'],4
110199,1946,Las Hijas de Elena,['Raul Abril'],5
63738,1963,Hail to the Chief,"['James Sanderson', 'Mormon Tabernacle Choir', 'Richard P. Condie']",10
115310,1972,Fugue - Remastered,"['Emerson, Lake & Palmer']",0
107628,2014,Living the Dream,['Sturgill Simpson'],5
53020,1999,Stacked Actors,['Foo Fighters'],7
160699,1970,Baby I'm Yours,['Bobby Vinton'],0
135280,1992,In Christ Alone,['Michael English'],3
107098,2012,Carrying The Banner,"['Jeremy Jordan', 'Newsies Original Broadway Cast']",2
12221,1983,Pink Houses,['John Mellencamp'],7
116426,1977,Hoja Seca,['Vicente Fernández'],11
72348,2006,Hump de Bump,['Red Hot Chili Peppers'],9
123443,2018,The Ingredient,['Tickets'],1
6525,1954,I'll Be Seeing You,['Jackie Gleason'],1
81050,1963,Homesick's Blues,['Homesick James'],11
144071,1960,"Herz und Mund und Tat und Leben, BWV 147: X. Jesu bleibet meine Freude (Arr. for Orchestra)","['Johann Sebastian Bach', 'Eugene Ormandy', 'Philadelphia Orchestra']",7
166716,2001,Ask DNA,"['SEATBELTS', 'yabuhara masashi', 'george marino']",5
17324,2008,That Lonesome Song,['Jamey Johnson'],7
139452,2013,Suitcase Full of Sparks,['Gregory Alan Isakov'],0
51021,1989,Fool for Your Loving - 2009 Remaster,['Whitesnake'],9
152965,2007,Volveré,['K-Paz De La Sierra'],0
76779,1940,Na ziseis amaksa moy,['Rita Ampatzi'],8
29760,1976,(Ghost) Riders In The Sky,['Marty Robbins'],10
93448,1940,Pliatsikas,['Serafeim Gerotheodoroy'],6
130030,1966,Frankie and Johnny,['Elvis Presley'],5
29610,1975,Waymore's Blues,['Waylon Jennings'],2
42929,1948,"Four Russian Songs for Voice, Flute, Harp and Guitar: IV. Tilim-bom","['Igor Stravinsky', 'Adrienne Albert', 'Robert Craft']",9
113995,1965,Life's Railway To Heaven,['Patsy Cline'],2
106744,2010,Overture,['Daft Punk'],1
10070,1972,Bitter with the Sweet,['Carole King'],0
147594,1979,Tonite,['April Wine'],9
1438,1929,"Der Rosenkavalier, Op. 59, TrV 227: Hab mir's gelobt","['Richard Strauss', 'Elisabeth Ohms', 'Adele Kern', 'Elfriede Marherr', 'Unknown Orchestra', 'Julius Pruwer']",1
114944,1970,Tell Me All the Things You Do,['Fleetwood Mac'],4
117063,1981,O Me Quieres O Me Dejas,['Julio Iglesias'],6
149216,1987,Peaceful,['Helen Reddy'],7
120195,1996,Adhesive,['Stone Temple Pilots'],9
165345,1994,Angel,['Aerosmith'],3
5961,1951,'S Wonderful,"['Gene Kelly', 'Georges Guétary']",3
34268,1998,Sweet Child O' Mine,['Sheryl Crow'],7
66498,1977,Don't Worry About the Government,['Talking Heads'],2
70168,1995,Skinned,['Blind Melon'],7
41698,1942,"Piano Concerto No. 27 in B-Flat Major, K. 595: III. Allegro","['Wolfgang Amadeus Mozart', 'Robert Casadesus', 'Sir John Barbirolli', 'New York Philharmonic']",10
169577,2015,Eres,"['José Maria Napoleón', 'María José']",1
169520,2015,Rock a Bye Baby with Relaxing Ocean Waves for Baby Sleep,['Baby Lullaby Academy'],7
9115,1967,Lovely Rita - Remastered 2009,['The Beatles'],8
162403,1979,Montserrate,"['Héctor Lavoe', 'Yomo Toro', 'Daniel Santos']",8
46531,1966,The Waggoner's Lad,['Bert Jansch'],6
29949,1977,"Long, Long Way from Home",['Foreigner'],7
44423,1956,Alone Together,['Sonny Stitt'],0
31147,1983,Ebony Eyes,"['Rick James', 'Smokey Robinson']",2
76488,1936,South Sea Island Magic,['Victor Silvester and his Ballroom Orchestra'],5
153745,2011,Kick Ass,['Egypt Central'],8
82064,1968,There Is,['The Dells'],9
3735,1940,Undecided Blues,['Count Basie'],5
76865,1940,O gero-Notaras,"['Giorgos Papasideris', 'Apostolos Stamelos-Klarino']",5
97009,1961,What'd I Say,['Jerry Lee Lewis'],0
133093,1981,Head Above Water,['Daryl Hall & John Oates'],0
11617,1980,Take It On the Run,['REO Speedwagon'],7
113271,1962,Strange Love - Single Version,['Mary Wells'],0
85001,1983,A Piece Of Sky,['Barbra Streisand'],6
130318,1967,Sweet Ride (Never Again) - Long Version,['Moby Grape'],9
18835,2016,White Ferrari,['Frank Ocean'],0
106180,2007,Bottle It Up,['Sara Bareilles'],0
121742,2004,Aphorism I,"['Floros Floridis', 'Peter Kowald', 'Gunter Baby Sommer']",2
119164,1991,Lily's Eyes,"['Robert Westenberg', 'Mandy Patinkin']",4
126029,1946,Yinede Kaynadı Çoştu,['Safiye Ayla'],11
8608,1965,O Tannenbaum,['Vince Guaraldi Trio'],5
29486,1974,Loving You Is on My Mind,['The Meters'],9
63469,1962,Blueberry Hill - Remastered,['The Lettermen'],0
95989,1956,The Monster Pursues - Morbius Is Overcome,['Louis and Bebe Barron'],1
91273,2015,Gloria (feat. Van Morrison) - Stereo Version,"['Them', 'Van Morrison']",9
41978,1943,"Rapsodie espagnole, M.54: 2. Malagueña","['Maurice Ravel', 'Concertgebouworkest', 'Eduard van Beinum']",1
106447,2008,I'm Not Over,['Carolina Liar'],11
49474,1981,If I Needed You,['Emmylou Harris'],0
125845,1945,"Concerto No. 3 in C, Op.26: Theme and Variations: Variation II: Allegro","['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']",9
9750,1970,Hey Tonight,['Creedence Clearwater Revival'],4
133628,1984,"Requiem, K. 626. Confutatis","['Wolfgang Amadeus Mozart', 'Sir Neville Marriner', 'Academy of St. Martin in the Fields', 'Academy of St. Martin in the Fields Chorus', 'Laszlo Heltay']",2
8708,1965,Think For Yourself - Remastered 2009,['The Beatles'],0
90404,2011,Brokendate,['Com Truise'],11
59825,1943,"Cavalleria rusticana, Act I: ""Intermezzo""","['Pietro Mascagni', 'The Orchestra of Royal Danish Theatre', 'Adolfo Tango']",5
10836,1976,Lido Shuffle,['Boz Scaggs'],10
24423,1949,South Pacific - Original Broadway Cast Recording: Overture,"['Richard Rodgers', 'South Pacific Orchestra', ""Salvatore Dell'Isola""]",0
51257,1990,To Make You Feel My Love,['Billy Joel'],7
126575,1949,Symphony No. 6 in E Minor: II. Moderato,"['Ralph Vaughan Williams', 'Leopold Stokowski', 'New York Philharmonic']",5
100776,1980,Whip It - 2009 Remaster,['DEVO'],2
70795,1998,Sunday Sermon,"[""Booker T. & the M.G.'s""]",3
54004,2004,Mistadobalina,['Del The Funky Homosapien'],10
42873,1948,Ae Dil Meri Aahon Mein,['Mohammed Rafi'],5
50384,1985,Out In The Fields,"['Gary Moore', 'Phil Lynott']",2
3977,1941,El Recuerdo de los Tangos - Remasterizado,"['Francisco Canaro', 'Ernesto Fama']",6
139261,2012,Ain't Much Left of Me,['Blackberry Smoke'],7
156788,1951,"Maledetti, son partiti alla fin!","['Gaetano Donizetti', 'Alfredo Simonetto', 'Orchestra Lirica e Coro di Torino della Rai']",8
159937,1966,And I Love Her,['The Brothers Four'],2
60183,1945,"Symphonie fantastique, Op. 14, H 48: II. Un bal","['Hector Berlioz', 'Pierre Monteux']",9
157697,1955,New Faces,['Don Shirley'],1
123684,2014,What the Heck I Gotta Do,"['Lin-Manuel Miranda', 'Lindsay Mendez', 'Anthony Ramos', 'Alex Boniello', 'Gerard Canonico', 'Antwaun Holley', 'Original Radio Cast']",0
109756,1942,Lacreme napulitane,['Giacomo Rondinella'],5
77094,1941,Blues Upstairs,['Cecil Aagaard & His Swingers'],10
127346,1952,"Dichterliebe, Op. 48: 9. Das ist ein Flöten und Geigen","['Robert Schumann', 'Pierre Bernac']",9
78889,1952,Pellichesi Choopisthaam,['Pithapuram Nageswara Rao'],9
45370,1960,Good Good Lovin',['James Brown & The Famous Flames'],5
22320,1938,Ei To Madhobi Tole,['K.C.Dey'],10
115281,1972,Picture in Your Mind,['Bread'],7
26067,1957,Got a Lot O' Livin' to Do!,['Elvis Presley'],5
169653,2016,Dos Coronas a Mi Madre,['Los Cadetes De Linares'],8
131557,1973,Dirty Little Girl - Remastered 2014,['Elton John'],2
6936,1956,Luna Rossa,['Jerry Vale'],1
33300,1993,Go,['Pearl Jam'],1
9148,1967,Embryonic Journey,['Jefferson Airplane'],2
160248,1968,Poor Girl in Trouble,['Barbara Mason'],2
91120,2014,W.A.Y.S.,['Jhené Aiko'],9
80410,1960,E's Flat Ah's Flat Too - Alternative; Take,['Charles Mingus'],8
57345,2020,¿Los Hombres No Lloran?,['Anuel AA'],11
57638,1928,Eye Shadow,['Shungi Music Crew'],6
48583,1976,Ten Percent,['Double Exposure'],0
150000,1991,Built To Last,['Tom Petty and the Heartbreakers'],0
124315,2017,No Money,['Galantis'],6
146584,1974,Sociedade Alternativa,['Raul Seixas'],7
152367,2003,Leaving On A Jetplane,['Slightly Stoopid'],7
134222,1987,Where Do All My Friends Go,['Oingo Boingo'],5
3587,1939,I'll Get By (As Long As I Have You) (with Dick Haymes),"['Dick Haymes', 'Harry James']",10
103767,1995,What Have You Done For Me Lately,['Janet Jackson'],11
79005,1953,"Variations on an Original Theme, Op. 36 ""Enigma Variations"": Variation V. Moderato ""R.P.A.""","['Edward Elgar', 'Arturo Toscanini']",0
111386,1952,Jab Tak Chamke Chand Sitare,"['G. M. Durrani', 'Geeta Dutt']",3
160333,1968,(Sittin' On) The Dock Of The Bay,['The Staple Singers'],2
13641,1990,Rayando El Sol,['Maná'],7
86709,1992,Winter,['Tori Amos'],6
161716,1975,Happy,['Carpenters'],9
25255,1953,"Baubles, Bangles and Beads","['Doretta Morrow', 'Richard Oneto', 'Kismet Ensemble']",1
69046,1990,I Do Need You,['Bell Biv DeVoe'],11
20639,1929,No Dudes Mas - Instrumental (Remasterizado),['Francisco Canaro'],3
47131,1969,Polly,['Dillard & Clark'],4
19804,2020,"Ay, DiOs Mío!",['KAROL G'],11
72781,2008,Be Without You,['Eric Darius'],2
70837,1998,Y.M.C.A. - Single Version,['Village People'],6
11609,1980,You Make My Dreams (Come True),['Daryl Hall & John Oates'],5
127906,1955,I'm In The Mood For Love,['Oscar Peterson'],7
76680,1939,Do-Do-Do (feat. Jodie Ricci & Jason Aquila),"['Joan Ellison', 'Jodie Ricci', 'Jason Aquila']",3
1031,1927,Big Boy,"['Bix Beiderbecke', 'The Wolverines']",5
90372,2011,It Took Me By Surprise,['Maria Mena'],7
27130,1963,Say Na Say Na,"['Aneela Mirza', 'Robert Uhlmarash', 'Johan Bejerholm']",5
26948,1962,Can't We Be Sweethearts,['Dion'],5
13443,1989,When I See You Smile,['Bad English'],7
66395,1976,Roll Gypsy Roll,['Lynyrd Skynyrd'],0
108949,1926,"Nocturnes, Op. 27: No. 2 in D-Flat Major (Lento sostenuto)","['Frédéric Chopin', 'Raoul Koczalski']",0
131052,1971,She Was My Lady,['Bread'],7
85410,1985,"Jim, I Wore a Tie Today","['The Highwaymen', 'Willie Nelson', 'Johnny Cash', 'Waylon Jennings', 'Kris Kristofferson']",0
31427,1984,The Call Of Ktulu (Remastered),['Metallica'],9
160153,1968,(There's) Always Something There to Remind Me - Digitally Remastered,['José Feliciano'],0
139880,2015,Freedom,['Pharrell Williams'],1
153828,2011,Holding On And Letting Go,['Ross Copperman'],2
90340,2010,Too Old to Die Young,['Brother Dege'],2
150218,1993,Santa's Gonna Come In A Pickup Truck (with The Chipmunks),"['Alan Jackson', 'Alvin & The Chipmunks']",2
115529,1973,"Sue Me, Sue You Blues",['George Harrison'],2
86215,1989,Kind of a Drag,['The Buckinghams'],7
63143,1960,Whatever Lola Wants,"['Mel Tormé', 'The Marty Paich Orchestra']",3
158735,1960,If It's The Last Thing I Do,['Nancy Wilson'],9
152264,2003,Flint (For the Unemployed and Underpaid),['Sufjan Stevens'],5
9856,1971,Mr. Big Stuff,['Jean Knight'],8
122793,2010,Just Tonight,['The Pretty Reckless'],6
38256,2019,Like It's Christmas,['Jonas Brothers'],1
30950,1982,Gigolos Get Lonely Too,['The Time'],11
88219,2000,Big Boy Toys,['Aaron Tippin'],7
6649,1955,All The Things You Are,['Dizzy Gillespie Sextet'],8
34045,1997,"Supercalifragilisticexpialidocious - From ""Mary Poppins""/Soundtrack Version","['Julie Andrews', 'Dick Van Dyke', 'The Pearlie Chorus']",7
114989,1970,Pa' Huele,['Eddie Palmieri'],5
70188,1995,Valley of the Shadow - Instrumental,['Thomas Newman'],5
136952,2000,"Ballade No. 2 in F Major, Op. 38","['Frédéric Chopin', 'Idil Biret']",5
44376,1955,Mambo de Paree,['Eartha Kitt'],9
128550,1958,There'll Be No Teardrops Tonight,['Ray Price'],2
3408,1939,In the Mood,['Glenn Miller'],8
40928,1938,"Sonate pour violon et piano No. 17 in C Major, K. 296: III. Rondo (Allegro)","['Wolfgang Amadeus Mozart', 'Szymon Goldberg', 'Lili Kraus']",0
131976,1976,Feel All My Love Inside,['Marvin Gaye'],3
41485,1941,"Götterdämmerung, WWV 86D: Siegfried's Rhine Journey","['Richard Wagner', 'Arturo Toscanini']",10
118272,1987,Wedding Chorale / Beggars At The Feast,"['Jennifer Butt', 'Leo Burmester']",4
75892,1930,Hay Casorio en la Chacra - Remasterizado,['Ignacio Corsini'],9
412,1924,I'm Looking Over a Four-Leaf Clover (feat. Bix Beiderbecke),"['Jean Goldkette and his Orchestra', 'Bix Beiderbecke']",10
126871,1950,Fancy Free - Ballet: III. Enter Two Girls,"['Leonard Bernstein', 'Columbia Symphony Orchestra']",5
43274,1950,La Malaguena Guerrerense: Sones of Guerrero,['Trio Aguilillas'],2
111355,1952,"Verdi : Simon Boccanegra : Prologo ""Suona ogni labbro il mio nome"" [Simone, Fiesco]","['Giuseppe Verdi', 'Francesco Molinari-Pradelli', 'Mario Petri', 'Orchestra Sinfonica di Roma della RAI', 'Paolo Silveri']",0
149574,1989,I'll Be Gone,['Clint Black'],0
48346,1975,Fencewalk,['Mandrill'],7
149010,1986,Please Don't Call me a Koala Bear,['Don Spencer'],7
135138,1991,Ya La Luna Va Saliendo,['Antonio Aguilar'],5
86420,1991,Goodnight Little Arlo (Goodnight Little Darlin'),['Woody Guthrie'],2
11237,1978,Reminiscing - Remastered,['Little River Band'],7
72437,2006,Lie About Us,"['Avant', 'Nicole Scherzinger']",6
160863,1971,A Hard Rain's A-Gonna Fall,['Bob Dylan'],4
45592,1961,Fire Ball Mail,['Flatt & Scruggs'],7
137413,2003,Pink & Blue,['OutKast'],10
22765,1940,Arxontopoyla ki aidoni,['Kontopoylos Xristos'],9
92359,2020,Blood Moon,['Prxxy'],7
50433,1986,One Wish,['Hiroshima'],0
168853,2012,The Sun Is Rising,['Britt Nicole'],5
56401,2016,Moonlight,['Ariana Grande'],9
48203,1975,Caballo Patas Blancas,['Los Donneños'],3
78821,1952,"Tomorrow - from ""Annie""",['Andrea McArdle'],6
145372,1968,Por Algún Camino,['Sandro'],11
72468,2007,Fans,['Kings of Leon'],4
15906,2001,We're Going to Be Friends,['The White Stripes'],7
87026,1994,Si No Me Falla El Corazón,['Los Tigres Del Norte'],9
